Date,Stock,Volatility
2018-01-31,AXISBANK.NS,1.7794553951244194
2018-02-01,AXISBANK.NS,1.719238723937825
2018-02-02,AXISBANK.NS,1.6643644092252718
2018-02-05,AXISBANK.NS,2.060448305122682
2018-02-06,AXISBANK.NS,1.980386208147121
2018-02-07,AXISBANK.NS,1.9114924566349503
2018-02-08,AXISBANK.NS,1.8565337831114348
2018-02-09,AXISBANK.NS,1.8349023159969529
2018-02-12,AXISBANK.NS,1.8511161320481513
2018-02-14,AXISBANK.NS,1.8081465207438168
2018-02-15,AXISBANK.NS,2.005734987699597
2018-02-16,AXISBANK.NS,1.9295711926948067
2018-02-19,AXISBANK.NS,1.8851311190323718
2018-02-20,AXISBANK.NS,1.8198271552617908
2018-02-21,AXISBANK.NS,1.8171829275464149
2018-02-22,AXISBANK.NS,1.7624536167634588
2018-02-23,AXISBANK.NS,1.7304273270009682
2018-02-26,AXISBANK.NS,1.698348945239391
2018-02-27,AXISBANK.NS,1.8045665900610883
2018-02-28,AXISBANK.NS,1.8776729653223838
2018-03-01,AXISBANK.NS,1.8798810989285293
2018-03-05,AXISBANK.NS,1.8211619934219012
2018-03-06,AXISBANK.NS,1.7599098409245055
2018-03-07,AXISBANK.NS,1.7462260187363858
2018-03-08,AXISBANK.NS,1.7098977440144263
2018-03-09,AXISBANK.NS,1.6972262783484224
